No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
2302,Ford Freestyle Titanium,998 cc,7 Seats,"10,000 kms",Petrol,Manual,1st Owner,2020,7 Lakh
2303,Mahindra XUV500 R W10 FWD,1248 cc,5 Seats,"25,000 kms",Diesel,Manual,1st Owner,2017,13.50 Lakh
2304,Maruti Celerio ZXI Optional AMT BSIV,2494 cc,5 Seats,"50,000 kms",Petrol,Automatic,2nd Owner,2018,4.50 Lakh
2305,Maruti Vitara Brezza ZDi Plus,1497 cc,5 Seats,"44,599 kms",Diesel,Manual,1st Owner,2018,9.75 Lakh
2306,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,1086 cc,5 Seats,"2,89,000 kms",Diesel,Manual,2nd Owner,2013,7.60 Lakh
2307,Honda City GXi,1353 cc,5 Seats,"80,000 kms",Petrol,Manual,1st Owner,2007,2.50 Lakh
2308,Hyundai Santro Xing XO,1198 cc,5 Seats,"1,20,000 kms",Petrol,Manual,2nd Owner,2007,1.65 Lakh
2309,Kia Seltos GTX Plus,1197 cc,8 Seats,"60,000 kms",Petrol,Manual,1st Owner,2020,15.50 Lakh
2310,Honda Amaze S i-Vtech,1248 cc,5 Seats,"60,000 kms",Petrol,Manual,1st Owner,2014,3.25 Lakh
2311,Hyundai i20 Active 1.2 SX,2609 cc,5 Seats,"70,000 kms",Petrol,Manual,2nd Owner,2015,5.50 Lakh
2312,Maruti Vitara Brezza ZDi,998 cc,5 Seats,"90,000 kms",Diesel,Manual,2nd Owner,2017,6.80 Lakh
2313,Mahindra Scorpio 2.6 Turbo 7 Str,1497 cc,5 Seats,"1,56,000 kms",Diesel,Manual,2nd Owner,2006,2.40 Lakh
2314,Maruti Wagon R LXI BS IV,1598 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2014,3.50 Lakh
2315,Mahindra XUV300 W8 Option Diesel,1086 cc,5 Seats,"78,000 kms",Diesel,Manual,1st Owner,2020,13.50 Lakh
2316,Skoda Rapid 1.6 MPI AT Style BSIV,1493 cc,5 Seats,"40,000 kms",Petrol,Automatic,1st Owner,2017,7.60 Lakh
2317,Hyundai Santro Xing XL,1197 cc,5 Seats,"40,000 kms",Petrol,Manual,2nd Owner,2005,1.40 Lakh
2318,Kia Sonet 1.5 HTX Diesel,796 cc,5 Seats,"25,000 kms",Diesel,Manual,1st Owner,2021,11 Lakh
2319,Maruti Baleno Zeta,1498 cc,5 Seats,"80,000 kms",Petrol,Manual,1st Owner,2019,7 Lakh
2320,Maruti Alto LXi BSIII,1197 cc,4 Seats,"77,450 kms",Petrol,Manual,2nd Owner,2008,1.20 Lakh
2321,Volkswagen Vento 1.5 TDI Highline,1896 cc,5 Seats,"1,70,000 kms",Diesel,Manual,1st Owner,2015,5.10 Lakh
2322,Hyundai Grand i10 Nios AMT Asta,796 cc,5 Seats,"15,000 kms",Petrol,Automatic,2nd Owner,2020,7.10 Lakh
2323,Skoda Octavia L and K 1.9 TDI MT,1586 cc,5 Seats,"1,32,000 kms",Diesel,Manual,1st Owner,2005,1.50 Lakh
2324,Maruti 800 Std MPFi,1497 cc,5 Seats,"58,000 kms",Petrol,Manual,1st Owner,2006,1.25 Lakh
2325,Maruti SX4 Vxi BSIV,1498 cc,5 Seats,"60,000 kms",Petrol,Manual,1st Owner,2011,2.50 Lakh
2326,Honda City i VTEC V,1248 cc,5 Seats,"40,000 kms",Petrol,Manual,1st Owner,2016,6.50 Lakh
2327,Mercedes-Benz C-Class 180 elegance,1248 cc,7 Seats,"80,000 kms",Petrol,Manual,2nd Owner,2004,3.50 Lakh
2328,Ford Freestyle Trend Diesel BSIV,2494 cc,5 Seats,"70,000 kms",Diesel,Manual,1st Owner,2018,5.45 Lakh
2329,Maruti Swift VDI,1248 cc,5 Seats,"55,726 kms",Diesel,Manual,1st Owner,2011,3.85 Lakh
2330,Maruti Vitara Brezza ZDi Plus,1461 cc,5 Seats,"92,916 kms",Diesel,Manual,1st Owner,2019,11.50 Lakh
2331,Toyota Innova 2.5 V Diesel 7-seater,1197 cc,5 Seats,"1,20,000 kms",Diesel,Manual,4th Owner,2005,3.50 Lakh
2332,Maruti Swift Dzire VDi,995 cc,4 Seats,"1,20,000 kms",Diesel,Manual,2nd Owner,2011,2.80 Lakh
2333,Nissan Micra Diesel XV Premium,796 cc,6 Seats,"1,10,000 kms",Diesel,Manual,1st Owner,2015,3.95 Lakh
2334,Maruti Swift VXI,1956 cc,5 Seats,"90,000 kms",Petrol,Manual,2nd Owner,2013,3.50 Lakh
2335,Chevrolet Spark 1.0 LS LPG,1461 cc,7 Seats,"1,20,000 kms",Lpg,Manual,2nd Owner,2009,1.20 Lakh
2336,Maruti 800 DX 5 Speed,1968 cc,7 Seats,"50,000 kms",Petrol,Manual,3rd Owner,2001,"80,000"
2337,MG Hector Plus Sharp Diesel MT,1493 cc,5 Seats,"8,000 kms",Diesel,Manual,1st Owner,2022,21.50 Lakh
2338,Renault Duster 85PS Diesel RxL,1199 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2015,5.95 Lakh
2339,Skoda Kodiaq 2.0 TDI Laurin Klement,1995 cc,5 Seats,"60,400 kms",Diesel,Automatic,1st Owner,2019,32.60 Lakh
2340,Mahindra TUV 300 T10 BSIV,1193 cc,5 Seats,"69,824 kms",Diesel,Manual,1st Owner,2020,11.30 Lakh
2341,Tata Tiago 1.2 Revotron XZ,1968 cc,5 Seats,"40,000 kms",Petrol,Manual,1st Owner,2016,4.60 Lakh
2342,Renault Koleos 2.0 Diesel,1497 cc,7 Seats,"1,21,000 kms",Diesel,Automatic,2nd Owner,2012,5 Lakh
2343,Tata Indigo GLX BS III,1248 cc,5 Seats,"40,000 kms",Petrol,Manual,2nd Owner,2010,1.40 Lakh
2344,Volkswagen Jetta 2.0L TDI Highline AT,1197 cc,5 Seats,"50,000 kms",Diesel,Automatic,1st Owner,2016,8.50 Lakh
2345,Honda City GXi,1197 cc,7 Seats,"1,00,000 kms",Petrol,Manual,2nd Owner,2006,1.60 Lakh
2346,Maruti Ertiga VDI,2982 cc,5 Seats,"70,000 kms",Diesel,Manual,2nd Owner,2015,6.50 Lakh
2347,Hyundai i20 1.2 Magna,1582 cc,5 Seats,"1,20,000 kms",Petrol,Manual,1st Owner,2012,3 Lakh
2348,Hyundai i10 Sportz Option,1398 cc,7 Seats,"90,000 kms",Petrol,Manual,2nd Owner,2011,2.95 Lakh
2349,Toyota Fortuner 4x2 AT,1462 cc,5 Seats,"1,20,000 kms",Diesel,Automatic,2nd Owner,2015,19.50 Lakh
2350,Hyundai Verna 1.6 CRDi EX MT,993 cc,5 Seats,"80,000 kms",Diesel,Manual,1st Owner,2011,4.50 Lakh
2351,Hyundai i20 Asta 1.4 AT,1968 cc,5 Seats,"1,10,000 kms",Petrol,Manual,2nd Owner,2013,4.50 Lakh
2352,Maruti Ertiga ZXI Plus Petrol,1197 cc,5 Seats,"40,000 kms",Petrol,Manual,1st Owner,2019,9.13 Lakh
2353,Maruti Zen LX,1591 cc,5 Seats,"1,00,000 kms",Petrol,Manual,2nd Owner,1998,"60,000"
2354,Skoda Octavia 2.0 TDI AT L K,1197 cc,5 Seats,"35,700 kms",Diesel,Automatic,1st Owner,2017,20.95 Lakh
2355,Maruti Baleno Delta,1396 cc,5 Seats,"35,000 kms",Petrol,Manual,1st Owner,2021,6.80 Lakh
2356,Hyundai Creta 1.6 VTVT E Plus,1495 cc,7 Seats,"43,000 kms",Petrol,Manual,1st Owner,2016,7.51 Lakh
2357,Hyundai Grand i10 1.2 Kappa Sportz Option,1248 cc,5 Seats,"30,000 kms",Petrol,Manual,1st Owner,2018,5.20 Lakh
2358,Hyundai i20 Diesel Sportz,1299 cc,5 Seats,"68,000 kms",Diesel,Manual,1st Owner,2018,7.65 Lakh
2359,Hyundai Accent Executive,998 cc,5 Seats,"90,000 kms",Petrol,Manual,2nd Owner,2009,1.20 Lakh
2360,Maruti Ertiga ZDI,1061 cc,5 Seats,"1,20,000 kms",Diesel,Manual,2nd Owner,2012,5.10 Lakh
2361,Ford Ikon 1.3 Flair,1493 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2007,1 Lakh
2362,Maruti Wagon R VXI Plus,796 cc,5 Seats,"38,800 kms",Petrol,Manual,2nd Owner,2017,4.65 Lakh
2363,Maruti Wagon R LXI Minor,1299 cc,5 Seats,"1,10,000 kms",Petrol,Manual,2nd Owner,2007,1.30 Lakh
2364,Hyundai Accent CRDi,1399 cc,5 Seats,"1,20,000 kms",Diesel,Manual,2nd Owner,2005,"99,000"
2365,Maruti Alto 800 VXI,1799 cc,5 Seats,"20,439 kms",Petrol,Manual,1st Owner,2019,4.35 Lakh
2366,Ford Ikon 1.3 Flair,1248 cc,5 Seats,"1,10,000 kms",Petrol,Manual,3rd Owner,2006,1.30 Lakh
2367,Chevrolet Aveo 1.4 E,1199 cc,5 Seats,"1,20,000 kms",Petrol,Manual,2nd Owner,2007,1.60 Lakh
2368,Honda Civic 1.8 S MT,999 cc,5 Seats,"1,10,000 kms",Petrol,Manual,2nd Owner,2006,3 Lakh
2369,Maruti Swift Dzire VDI,1968 cc,5 Seats,"80,000 kms",Diesel,Manual,1st Owner,2018,6.50 Lakh
2370,Hyundai Santro LP zipPlus,998 cc,5 Seats,"1,00,000 kms",Petrol,Manual,1st Owner,2002,"70,000"
2371,Tata Tiago 1.2 Revotron XZ,1396 cc,5 Seats,"60,000 kms",Petrol,Manual,1st Owner,2017,4.50 Lakh
2372,Nissan Magnite Turbo XV Premium,1061 cc,5 Seats,"20,000 kms",Petrol,Manual,1st Owner,2021,9 Lakh
2373,Audi A4 New  2.0 TDI Multitronic,1794 cc,5 Seats,"70,000 kms",Diesel,Automatic,2nd Owner,2011,7.50 Lakh
2374,Maruti Wagon R VXI Optional,1061 cc,5 Seats,"50,000 kms",Petrol,Manual,1st Owner,2018,4.30 Lakh
2375,Tata Indigo LS (TDI) BS III,995 cc,5 Seats,"2,00,000 kms",Diesel,Manual,2nd Owner,2008,1.30 Lakh
2376,Maruti Zen Estilo 1.1 LXI BSIII,1197 cc,5 Seats,"60,000 kms",Petrol,Manual,2nd Owner,2007,"99,000"
2377,Toyota Corolla AE,998 cc,5 Seats,"1,20,000 kms",Petrol,Manual,3rd Owner,2003,1.70 Lakh
2378,Maruti Zen Estilo 1.1 LXI BSIII,1120 cc,5 Seats,"80,000 kms",Petrol,Manual,2nd Owner,2007,1.20 Lakh
2379,Chevrolet Spark 1.0 LT Option Pack,2179 cc,7 Seats,"50,000 kms",Petrol,Manual,2nd Owner,2012,1.30 Lakh
2380,Hyundai Grand i10 1.2 Kappa Sportz Option,993 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2019,6 Lakh
2381,Hyundai EON 1.0 Era Plus,1497 cc,5 Seats,"52,552 kms",Petrol,Manual,1st Owner,2014,2.95 Lakh
2382,Hyundai Grand i10 CRDi Asta,1598 cc,5 Seats,"63,565 kms",Diesel,Manual,1st Owner,2015,5.60 Lakh
2383,Mahindra Scorpio S10 7 Seater,1956 cc,5 Seats,"1,54,659 kms",Diesel,Manual,1st Owner,2015,11.20 Lakh
2384,Maruti Zen LXI,1591 cc,5 Seats,"1,10,000 kms",Petrol,Manual,2nd Owner,2002,"75,000"
2385,Mahindra XUV300 W6 Diesel,1197 cc,5 Seats,"27,850 kms",Diesel,Manual,1st Owner,2020,10.50 Lakh
2386,Skoda Rapid 1.6 MPI Style BSIV,2523 cc,7 Seats,"50,000 kms",Petrol,Manual,1st Owner,2018,8.80 Lakh
2387,Jeep Compass 2.0 Limited Option 4X4,1591 cc,5 Seats,"37,000 kms",Diesel,Manual,1st Owner,2017,16.90 Lakh
2388,Hyundai Verna 1.6 SX VTVT,1497 cc,7 Seats,"96,384 kms",Petrol,Manual,1st Owner,2011,4.30 Lakh
2389,Hyundai i20 1.2 Sportz,1497 cc,5 Seats,"66,070 kms",Petrol,Manual,1st Owner,2011,3.90 Lakh
2390,Mahindra Bolero ZLX,998 cc,5 Seats,"77,500 kms",Diesel,Manual,1st Owner,2013,5 Lakh
2391,Hyundai Verna VTVT 1.6 SX,814 cc,5 Seats,"76,504 kms",Petrol,Manual,1st Owner,2017,8.30 Lakh
2392,Honda Mobilio V i-VTEC,1197 cc,5 Seats,"75,763 kms",Petrol,Manual,1st Owner,2014,6.15 Lakh
2393,Honda City E,1498 cc,5 Seats,"58,028 kms",Petrol,Manual,1st Owner,2012,5.15 Lakh
2394,Maruti Wagon R VXI,998 cc,5 Seats,"96,909 kms",Petrol,Manual,1st Owner,2015,4.30 Lakh
2395,Hyundai EON Magna Plus Option,1197 cc,5 Seats,"49,229 kms",Petrol,Manual,1st Owner,2017,3.80 Lakh
2396,Maruti Swift VVT VXI,1186 cc,5 Seats,"82,113 kms",Petrol,Manual,1st Owner,2014,4.90 Lakh
2397,Maruti Ciaz Delta 1.5,1498 cc,5 Seats,"50,140 kms",Diesel,Manual,1st Owner,2019,8.04 Lakh
2398,Maruti Wagon R VXI BS IV,998 cc,5 Seats,"89,034 kms",Petrol,Manual,1st Owner,2014,3.10 Lakh
2399,Hyundai Grand i10 Asta,999 cc,5 Seats,"1,41,692 kms",Petrol,Manual,1st Owner,2014,3.62 Lakh
2400,Hyundai Grand i10 1.2 CRDi Era,2494 cc,7 Seats,"90,000 kms",Diesel,Manual,1st Owner,2017,4.75 Lakh
2401,Honda WR-V i-DTEC VX,999 cc,5 Seats,"76,407 kms",Diesel,Manual,2nd Owner,2018,8.32 Lakh
2402,Maruti Wagon R LXI CNG,1248 cc,5 Seats,"1,03,535 kms",Cng,Manual,1st Owner,2012,2.45 Lakh
2403,Nissan Magnite XV,1248 cc,5 Seats,"10,048 kms",Petrol,Manual,1st Owner,2021,8.31 Lakh
2404,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2755 cc,7 Seats,"1,93,707 kms",Diesel,Manual,1st Owner,2013,7.84 Lakh
2405,Renault KWID 1.0 RXT Optional AT 2016-2019,998 cc,5 Seats,"20,987 kms",Petrol,Automatic,1st Owner,2018,3.18 Lakh
2406,Maruti Baleno Delta Diesel,1497 cc,5 Seats,"77,000 kms",Diesel,Manual,1st Owner,2018,6.90 Lakh
2407,Maruti Swift Dzire ZDI,796 cc,5 Seats,"88,000 kms",Diesel,Manual,1st Owner,2017,7.80 Lakh
2408,Toyota Innova Crysta 2.8 ZX AT BSIV,1086 cc,5 Seats,"1,19,000 kms",Diesel,Automatic,1st Owner,2016,17.70 Lakh
2409,Maruti Alto K10 2010-2014 VXI,1598 cc,5 Seats,"56,000 kms",Petrol,Manual,1st Owner,2013,2.80 Lakh
2410,Honda City GXi,998 cc,5 Seats,"86,000 kms",Petrol,Manual,1st Owner,2006,2.20 Lakh
2411,Maruti Alto 800 LXI,1248 cc,5 Seats,"68,000 kms",Petrol,Manual,1st Owner,2014,2.60 Lakh
2412,Hyundai Santro Xing GLS LPG,1197 cc,5 Seats,"76,000 kms",Lpg,Manual,1st Owner,2014,2.80 Lakh
2413,Skoda Rapid 1.6 MPI AT Style,1248 cc,5 Seats,"70,354 kms",Petrol,Automatic,2nd Owner,2016,5.05 Lakh
2414,Maruti Wagon R VXI,1493 cc,5 Seats,"1,17,000 kms",Petrol,Manual,1st Owner,2009,2.10 Lakh
2415,Maruti Vitara Brezza ZDi,1493 cc,5 Seats,"65,000 kms",Diesel,Manual,1st Owner,2019,9.80 Lakh
2416,Hyundai Xcent 1.2 Kappa SX Option,1196 cc,5 Seats,"46,865 kms",Petrol,Manual,1st Owner,2017,5.49 Lakh
2417,Maruti Swift Dzire ZDI,1495 cc,5 Seats,"77,932 kms",Diesel,Manual,2nd Owner,2015,5.42 Lakh
2418,Hyundai Verna Transform SX VGT CRDi,998 cc,5 Seats,"1,18,215 kms",Diesel,Manual,1st Owner,2010,2.56 Lakh
2419,Kia Seltos HTX Plus D,1498 cc,5 Seats,"45,873 kms",Diesel,Manual,1st Owner,2020,16.31 Lakh
2420,Maruti Eeco 5 Seater AC BSIV,1198 cc,5 Seats,"1,15,596 kms",Petrol,Manual,1st Owner,2014,2.56 Lakh
2421,Hyundai Accent GLE,1197 cc,5 Seats,"69,218 kms",Petrol,Manual,1st Owner,2007,1.31 Lakh
2422,Hyundai Venue SX Plus Turbo DCT,1086 cc,5 Seats,"26,192 kms",Petrol,Automatic,1st Owner,2020,11.91 Lakh
2423,Ford Ecosport 1.5 DV5 MT Ambiente,1498 cc,5 Seats,"90,992 kms",Diesel,Manual,2nd Owner,2014,4.84 Lakh
2424,Volkswagen Polo 1.2 MPI Highline,1061 cc,5 Seats,"42,322 kms",Petrol,Manual,2nd Owner,2014,4.25 Lakh
2425,Hyundai Grand i10 1.2 Kappa Sportz BSIV,1086 cc,5 Seats,"20,064 kms",Petrol,Manual,1st Owner,2019,5.81 Lakh
2426,Hyundai i10 Magna LPG,1497 cc,5 Seats,"37,418 kms",Lpg,Manual,1st Owner,2013,2.81 Lakh
2427,Ford Ecosport 1.5 Diesel Titanium BSIV,796 cc,5 Seats,"86,102 kms",Diesel,Manual,1st Owner,2017,7.16 Lakh
2428,Maruti Wagon R LXI Minor Duo LPG,1999 cc,5 Seats,"1,05,192 kms",Lpg,Manual,3rd Owner,2008,1.10 Lakh
2429,Hyundai i10 Sportz 1.1L,1199 cc,5 Seats,"46,895 kms",Petrol,Manual,2nd Owner,2014,3.34 Lakh
2430,Honda City 1.5 S MT,1462 cc,5 Seats,"94,135 kms",Petrol,Manual,2nd Owner,2009,2.90 Lakh
2431,Maruti Alto LXi BSIII,1498 cc,5 Seats,"84,278 kms",Petrol,Manual,2nd Owner,2008,"94,058"
2432,Land Rover Range Rover Evoque 2.0 S diesel 2020-2021,1396 cc,5 Seats,"19,150 kms",Diesel,Automatic,1st Owner,2020,50.52 Lakh
2433,Honda Amaze VX Petrol,1197 cc,5 Seats,"22,803 kms",Petrol,Manual,1st Owner,2021,7.88 Lakh
2434,Maruti Vitara Brezza ZXI Plus,1497 cc,5 Seats,"35,864 kms",Petrol,Manual,2nd Owner,2020,9.41 Lakh
2435,Skoda Rapid 1.5 TDI Ambition,1248 cc,7 Seats,"48,007 kms",Diesel,Manual,2nd Owner,2015,5.85 Lakh
2436,Hyundai i20 Asta 1.4 CRDi,1197 cc,5 Seats,"98,057 kms",Diesel,Manual,2nd Owner,2016,5.96 Lakh
2437,Maruti Swift VXI,1248 cc,5 Seats,"17,222 kms",Petrol,Manual,1st Owner,2018,5.30 Lakh
2438,Honda City S,1086 cc,5 Seats,"77,960 kms",Petrol,Manual,2nd Owner,2012,4.01 Lakh
2439,Maruti Ertiga VDI,998 cc,5 Seats,"1,05,812 kms",Diesel,Manual,3rd Owner,2015,5.66 Lakh
2440,Hyundai Grand i10 1.2 Kappa Sportz Option,814 cc,5 Seats,"47,180 kms",Petrol,Manual,1st Owner,2017,5.02 Lakh
2441,Maruti Swift VDI BSIV,1995 cc,5 Seats,"91,865 kms",Diesel,Manual,2nd Owner,2010,2.50 Lakh
2442,Hyundai Santro Xing GLS,1248 cc,5 Seats,"1,21,761 kms",Petrol,Manual,1st Owner,2008,1.21 Lakh
2443,Maruti Celerio ZXI AT,1461 cc,8 Seats,"44,540 kms",Petrol,Automatic,1st Owner,2015,3.93 Lakh
2444,Hyundai EON Era Plus,1193 cc,5 Seats,"27,713 kms",Petrol,Manual,1st Owner,2018,3.38 Lakh
2445,BMW X1 sDrive20d,1798 cc,5 Seats,"83,354 kms",Diesel,Automatic,2nd Owner,2013,13.45 Lakh
2446,Maruti Vitara Brezza LDi Option,1197 cc,5 Seats,"1,18,587 kms",Diesel,Manual,1st Owner,2017,6.30 Lakh
2447,Renault Lodgy 110PS RxZ 8 Seater,1248 cc,5 Seats,"72,318 kms",Diesel,Manual,1st Owner,2016,6.12 Lakh
2448,Tata Indigo eGLX BS IV,1248 cc,5 Seats,"88,579 kms",Petrol,Manual,1st Owner,2010,1.50 Lakh
2449,Toyota Corolla Altis VL AT,2982 cc,7 Seats,"69,509 kms",Petrol,Automatic,2nd Owner,2016,11.43 Lakh
2450,Volkswagen Vento 1.2 TSI Highline AT,999 cc,5 Seats,"68,012 kms",Petrol,Automatic,2nd Owner,2017,7.37 Lakh
2451,Maruti Swift Dzire ZDI Plus,1197 cc,5 Seats,"71,250 kms",Diesel,Manual,1st Owner,2017,7.75 Lakh
2452,Maruti Swift Dzire AMT VDI,1197 cc,5 Seats,"76,268 kms",Diesel,Automatic,2nd Owner,2017,6.46 Lakh
2453,Toyota Fortuner 3.0 Diesel,1086 cc,5 Seats,"1,18,649 kms",Diesel,Manual,1st Owner,2011,10.52 Lakh
2454,Volkswagen Polo GT 1.0 TSI,1998 cc,5 Seats,"19,319 kms",Petrol,Automatic,1st Owner,2021,8.84 Lakh
2455,Hyundai i20 1.2 Asta,1086 cc,5 Seats,"69,826 kms",Petrol,Manual,1st Owner,2018,7.55 Lakh
2456,Hyundai i10 Magna,1956 cc,6 Seats,"43,274 kms",Petrol,Manual,1st Owner,2008,2.35 Lakh
2457,Hyundai i10 Magna 1.1L,1956 cc,5 Seats,"45,950 kms",Petrol,Manual,1st Owner,2013,2.89 Lakh
2458,Chevrolet Cruze LTZ,1248 cc,5 Seats,"91,649 kms",Diesel,Manual,1st Owner,2016,8.97 Lakh
2459,Hyundai i10 Magna 1.1L,1399 cc,5 Seats,"56,936 kms",Petrol,Manual,1st Owner,2011,2.95 Lakh
2460,MG Hector Plus Smart Diesel MT,1120 cc,5 Seats,"9,000 kms",Diesel,Manual,1st Owner,2021,17.95 Lakh
2461,Jeep Compass 2.0 Limited 4X4,998 cc,5 Seats,"1,20,422 kms",Diesel,Manual,1st Owner,2017,13.52 Lakh
2462,Tata Bolt Quadrajet XM,1497 cc,5 Seats,"1,33,659 kms",Diesel,Manual,2nd Owner,2016,3.15 Lakh
2463,Ford Fiesta 1.4 SXi TDCi ABS,936 cc,5 Seats,"80,295 kms",Diesel,Manual,1st Owner,2010,2.25 Lakh
2464,Hyundai Grand i10 CRDi Sportz,1497 cc,5 Seats,"55,259 kms",Diesel,Manual,1st Owner,2016,4.83 Lakh
2465,Maruti Celerio X VXI BSIV,998 cc,5 Seats,"54,996 kms",Petrol,Manual,2nd Owner,2019,3.77 Lakh
2466,Tata Nexon XZ Plus Diesel S,1396 cc,5 Seats,"30,903 kms",Diesel,Manual,1st Owner,2021,10.43 Lakh
2467,Chevrolet Beat Diesel LT,1248 cc,5 Seats,"77,385 kms",Diesel,Manual,2nd Owner,2011,1.66 Lakh
2468,Honda City ZX MT,1798 cc,5 Seats,"38,733 kms",Petrol,Manual,1st Owner,2019,3.90 Lakh
2469,Maruti Wagon R VXI BS IV,999 cc,7 Seats,"51,242 kms",Petrol,Manual,1st Owner,2013,2.72 Lakh
2470,Hyundai i20 1.4 Sportz,1956 cc,5 Seats,"79,385 kms",Diesel,Manual,2nd Owner,2018,6.83 Lakh
2471,Maruti Baleno 1.3 Delta,1197 cc,5 Seats,"57,304 kms",Diesel,Manual,2nd Owner,2018,6.68 Lakh
2472,Toyota Corolla Altis G,1197 cc,5 Seats,"1,06,188 kms",Petrol,Manual,1st Owner,2013,4.20 Lakh
2473,Renault Triber RXT,796 cc,5 Seats,"57,778 kms",Petrol,Manual,1st Owner,2020,5.86 Lakh
2474,Jeep Compass 2.0 Limited Option,1461 cc,5 Seats,"64,011 kms",Diesel,Manual,1st Owner,2017,12.50 Lakh
2475,Hyundai Grand i10 Asta,1396 cc,5 Seats,"35,315 kms",Petrol,Manual,1st Owner,2013,3.60 Lakh
2476,Hyundai i20 Active 1.2 S,1199 cc,5 Seats,"15,000 kms",Petrol,Manual,1st Owner,2016,4.96 Lakh
2477,Maruti Alto 800 LXI,2953 cc,7 Seats,"21,461 kms",Petrol,Manual,2nd Owner,2018,2.47 Lakh
2478,Renault Pulse RxZ Optional,1197 cc,5 Seats,"90,000 kms",Diesel,Manual,2nd Owner,2015,2.80 Lakh
2479,Hyundai Verna 1.4 VTVT,796 cc,5 Seats,"42,512 kms",Petrol,Manual,1st Owner,2016,5 Lakh
2480,Honda WR-V i-VTEC VX,1086 cc,5 Seats,"53,580 kms",Petrol,Manual,1st Owner,2017,5.75 Lakh
2481,Ford Endeavour 3.0L 4X4 AT,2179 cc,7 Seats,"25,000 kms",Diesel,Automatic,1st Owner,2011,7.75 Lakh
2482,Hyundai i20 Sportz,1956 cc,5 Seats,"1,619 kms",Petrol,Manual,1st Owner,2022,7.85 Lakh
2483,Maruti Alto 800 LXI,1198 cc,5 Seats,"45,000 kms",Petrol,Manual,1st Owner,2014,2.10 Lakh
2484,Hyundai i10 Era,2498 cc,6 Seats,"1,75,000 kms",Petrol,Manual,1st Owner,2010,1.75 Lakh
2485,Mahindra XUV500 W11 BSIV,1197 cc,5 Seats,"64,000 kms",Diesel,Manual,1st Owner,2018,11.50 Lakh
2486,Jeep Compass 2.0 Longitude BSIV,1497 cc,5 Seats,"17,000 kms",Diesel,Manual,1st Owner,2018,12.50 Lakh
2487,Honda Amaze EX i-Vtech,1197 cc,5 Seats,"48,000 kms",Petrol,Manual,1st Owner,2013,2.75 Lakh
2488,Mahindra Thar CRDe,624 cc,4 Seats,"86,000 kms",Diesel,Manual,1st Owner,2018,7.50 Lakh
2489,Hyundai i10 Sportz,1196 cc,5 Seats,"64,000 kms",Petrol,Manual,3rd Owner,2014,2.35 Lakh
2490,Honda City EXi,1197 cc,5 Seats,"84,000 kms",Petrol,Manual,1st Owner,2008,1 Lakh
2491,Toyota Etios Liva G SP,998 cc,5 Seats,"45,000 kms",Petrol,Manual,1st Owner,2014,2.99 Lakh
2492,Tata Nano Lx,2523 cc,7 Seats,"39,000 kms",Petrol,Manual,1st Owner,2010,"60,000"
2493,Maruti Eeco 5 Seater AC BSIV,1368 cc,5 Seats,"25,000 kms",Petrol,Manual,1st Owner,2019,4.15 Lakh
2494,Maruti Swift Dzire 1.2 Lxi BSIV,1591 cc,5 Seats,"55,000 kms",Petrol,Manual,1st Owner,2012,3.10 Lakh
2495,Maruti Wagon R VXI BS IV,1493 cc,7 Seats,"48,000 kms",Petrol,Manual,1st Owner,2017,3.50 Lakh
2496,Mahindra Scorpio S3 7 Seater,1248 cc,7 Seats,"17,001 kms",Diesel,Manual,1st Owner,2019,9.05 Lakh
2497,Jeep Compass 1.4 Limited Plus,1197 cc,5 Seats,"18,000 kms",Petrol,Automatic,2nd Owner,2019,16.54 Lakh
2498,Hyundai Verna 1.6 VTVT S Option,1997 cc,7 Seats,"42,000 kms",Petrol,Manual,1st Owner,2015,4.95 Lakh
2499,Mahindra Bolero Power Plus SLE,1598 cc,5 Seats,"1,76,000 kms",Diesel,Manual,1st Owner,2017,4.50 Lakh
2500,Maruti Ertiga ZDI,1997 cc,7 Seats,"55,352 kms",Diesel,Manual,1st Owner,2013,5.25 Lakh
2501,Maruti Swift Dzire VXI,1248 cc,5 Seats,"5,000 kms",Petrol,Manual,1st Owner,2020,6.24 Lakh
2502,Mahindra Scorpio 1.99 S10,1956 cc,5 Seats,"56,231 kms",Diesel,Manual,1st Owner,2017,10.99 Lakh
2503,Skoda Rapid 1.6 MPI Ambition BSIV,1493 cc,5 Seats,"7,000 kms",Petrol,Manual,1st Owner,2019,7.50 Lakh
2504,Mahindra XUV500 1.99 FWD W8,1197 cc,5 Seats,"80,000 kms",Diesel,Manual,2nd Owner,2014,5 Lakh
2505,Maruti Swift Dzire Tour 1.3 S Diesel,796 cc,5 Seats,"1,20,000 kms",Diesel,Manual,1st Owner,2018,4 Lakh
2506,Jeep Compass 2.0 Limited Plus BSIV,796 cc,5 Seats,"22,000 kms",Diesel,Manual,1st Owner,2019,14.95 Lakh
