No,Car_name,Engine,Seats,kms_driven,Fuel_type,Transmission,Ownership,Manufacture,Car_prices
987,Maruti Wagon R LXI Minor Duo LPG,1598 cc,5 Seats,"1,15,549 kms",Lpg,Manual,1st Owner,2007,"63,803"
988,Honda Amaze SX i-VTEC,1462 cc,5 Seats,"38,738 kms",Petrol,Manual,1st Owner,2016,4.45 Lakh
989,Maruti SX4 S Cross DDiS 320 Delta,1497 cc,5 Seats,"85,762 kms",Diesel,Manual,1st Owner,2015,6.35 Lakh
990,Toyota Urban cruiser Mid,1197 cc,5 Seats,"27,987 kms",Petrol,Manual,1st Owner,2022,7.82 Lakh
991,Honda City 1.5 V MT,1120 cc,5 Seats,"1,41,918 kms",Petrol,Manual,1st Owner,2010,3.02 Lakh
992,Maruti Baleno Zeta,1248 cc,5 Seats,"39,558 kms",Petrol,Manual,1st Owner,2021,7.23 Lakh
993,Hyundai Grand i10 CRDi Asta Option,998 cc,5 Seats,"68,456 kms",Diesel,Manual,2nd Owner,2013,3.44 Lakh
994,Maruti Swift VDI,796 cc,5 Seats,"86,000 kms",Diesel,Manual,1st Owner,2011,3.40 Lakh
995,Maruti S-Presso VXI Plus 2019-2022,1248 cc,5 Seats,"29,782 kms",Petrol,Manual,1st Owner,2021,4.40 Lakh
996,Maruti Alto LX,2179 cc,8 Seats,"95,046 kms",Petrol,Manual,2nd Owner,2011,1.15 Lakh
997,Maruti Ciaz ZDi Plus SHVS,1198 cc,5 Seats,"1,33,053 kms",Diesel,Manual,1st Owner,2016,4.96 Lakh
998,Mahindra Scorpio VLX 2WD AT BSIV,796 cc,8 Seats,"1,51,537 kms",Diesel,Automatic,2nd Owner,2013,4.62 Lakh
999,Honda Amaze S i-VTEC,2143 cc,5 Seats,"91,437 kms",Petrol,Manual,1st Owner,2017,4.40 Lakh
1000,Maruti Omni E MPI STD BSIV,1197 cc,5 Seats,"11,615 kms",Petrol,Manual,1st Owner,2015,1.78 Lakh
1001,Mercedes-Benz E-Class E250 CDI Avantgarde,1396 cc,5 Seats,"85,471 kms",Diesel,Automatic,2nd Owner,2012,11.21 Lakh
1002,Hyundai i20 Sportz 1.2,1461 cc,5 Seats,"82,591 kms",Petrol,Manual,1st Owner,2013,3.40 Lakh
1003,Hyundai i20 1.4 Asta Option,1495 cc,5 Seats,"73,000 kms",Diesel,Manual,1st Owner,2017,7.25 Lakh
1004,Renault Duster 110PS Diesel RxZ Plus,1497 cc,5 Seats,"68,000 kms",Diesel,Manual,1st Owner,2012,4.21 Lakh
1005,Hyundai Accent Executive LPG,1248 cc,5 Seats,"73,592 kms",Lpg,Manual,2nd Owner,2010,1.28 Lakh
1006,Honda City 1.5 S MT,1198 cc,5 Seats,"1,14,361 kms",Petrol,Manual,5th Owner,2009,2.48 Lakh
1007,Maruti Ciaz ZDi,1497 cc,5 Seats,"84,193 kms",Diesel,Manual,2nd Owner,2014,5.16 Lakh
1008,Volkswagen Ameo 1.2 MPI Highline Plus,1462 cc,5 Seats,"57,000 kms",Petrol,Manual,2nd Owner,2017,5.25 Lakh
1009,Honda City i VTEC VX,1199 cc,5 Seats,"48,727 kms",Petrol,Manual,1st Owner,2014,5.93 Lakh
1010,Maruti Brezza Zxi,1598 cc,5 Seats,"6,510 kms",Petrol,Manual,1st Owner,2022,10.43 Lakh
1011,Honda Amaze S Petrol,1197 cc,5 Seats,"33,088 kms",Petrol,Manual,1st Owner,2021,6.65 Lakh
1012,Skoda Rapid 1.6 TDI Elegance,1598 cc,5 Seats,"1,51,434 kms",Diesel,Manual,3rd Owner,2011,2.45 Lakh
1013,Maruti Swift Dzire VXI 1.2,1086 cc,5 Seats,"21,166 kms",Petrol,Manual,1st Owner,2017,5.47 Lakh
1014,Volkswagen Vento Diesel Trendline,1197 cc,5 Seats,"1,06,647 kms",Diesel,Manual,2nd Owner,2012,2.51 Lakh
1015,Hyundai i10 Sportz 1.1L,2494 cc,8 Seats,"37,930 kms",Petrol,Manual,4th Owner,2014,2.76 Lakh
1016,Hyundai Grand i10 Magna,1198 cc,5 Seats,"1,28,281 kms",Petrol,Manual,1st Owner,2014,3.01 Lakh
1017,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2489 cc,7 Seats,"1,68,062 kms",Diesel,Manual,3rd Owner,2010,4.69 Lakh
1018,Nissan Micra XL Option CVT,1968 cc,5 Seats,"13,333 kms",Petrol,Automatic,1st Owner,2019,4.93 Lakh
1019,Mahindra Xylo D4,1598 cc,5 Seats,"1,51,026 kms",Diesel,Manual,2nd Owner,2014,2.59 Lakh
1020,Skoda Superb Elegance 2.0 TDI CR AT,1995 cc,5 Seats,"1,34,521 kms",Diesel,Automatic,2nd Owner,2011,3.93 Lakh
1021,Skoda Rapid 1.6 TDI Elegance,1498 cc,5 Seats,"1,32,996 kms",Diesel,Manual,2nd Owner,2012,2.90 Lakh
1022,BMW X4 M Sport X xDrive20d,1598 cc,5 Seats,"29,000 kms",Diesel,Automatic,1st Owner,2019,56.50 Lakh
1023,Honda City ZX MT,998 cc,5 Seats,"19,534 kms",Petrol,Manual,1st Owner,2020,12.92 Lakh
1024,Skoda Rapid 1.6 MPI Ambition BSIV,1198 cc,5 Seats,"88,673 kms",Petrol,Manual,1st Owner,2019,6.44 Lakh
1025,Hyundai i20 Asta Opt Turbo DCT,1086 cc,5 Seats,"32,272 kms",Petrol,Automatic,1st Owner,2020,10.93 Lakh
1026,Volkswagen Polo 1.2 MPI Trendline,814 cc,5 Seats,"26,850 kms",Petrol,Manual,2nd Owner,2017,4.33 Lakh
1027,Hyundai i10 Era 1.1,1598 cc,5 Seats,"1,20,426 kms",Petrol,Manual,4th Owner,2009,"98,497"
1028,Hyundai EON Era Plus,1496 cc,5 Seats,"21,796 kms",Petrol,Manual,1st Owner,2015,2.46 Lakh
1029,Volkswagen Vento Diesel Comfortline,1197 cc,5 Seats,"1,18,881 kms",Diesel,Manual,1st Owner,2012,2.69 Lakh
1030,Toyota Yaris G BSIV,2179 cc,7 Seats,"32,039 kms",Petrol,Manual,2nd Owner,2018,7.75 Lakh
1031,Maruti Baleno 1.2 Alpha,2179 cc,7 Seats,"1,24,763 kms",Petrol,Manual,1st Owner,2017,5.37 Lakh
1032,Mahindra Scorpio S8 7C Seater,1197 cc,5 Seats,"2,01,197 kms",Diesel,Manual,3rd Owner,2015,6.95 Lakh
1033,Mahindra XUV500 W10 2WD,998 cc,5 Seats,"81,672 kms",Diesel,Manual,2nd Owner,2015,8.51 Lakh
1034,Maruti Swift Dzire VXI,998 cc,5 Seats,"20,248 kms",Petrol,Manual,1st Owner,2021,7.32 Lakh
1035,Maruti Wagon R VXI BS IV,1198 cc,5 Seats,"73,639 kms",Petrol,Manual,1st Owner,2012,2.21 Lakh
1036,Maruti Wagon R VXI BS IV,1248 cc,5 Seats,"82,028 kms",Petrol,Manual,2nd Owner,2010,1.55 Lakh
1037,Honda Amaze S i-Vtech,2179 cc,5 Seats,"32,375 kms",Petrol,Manual,4th Owner,2016,3.87 Lakh
1038,Maruti Ciaz ZDi Plus,2393 cc,8 Seats,"1,82,048 kms",Diesel,Manual,1st Owner,2015,4.75 Lakh
1039,Land Rover Freelander 2 SE,999 cc,5 Seats,"1,58,108 kms",Diesel,Automatic,1st Owner,2014,13.28 Lakh
1040,Toyota Innova Crysta 2.4 G MT 8S BSIV,998 cc,5 Seats,"74,176 kms",Diesel,Manual,1st Owner,2016,11.30 Lakh
1041,Skoda Rapid 1.0 TSI Ambition,1061 cc,5 Seats,"17,805 kms",Petrol,Manual,2nd Owner,2020,9.04 Lakh
1042,Maruti Zen Estilo LXI BS IV,1248 cc,5 Seats,"1,05,209 kms",Petrol,Manual,1st Owner,2009,1.31 Lakh
1043,Maruti Wagon R LXI Minor Duo LPG,1956 cc,5 Seats,"72,792 kms",Lpg,Manual,1st Owner,2008,"98,429"
1044,Maruti Swift LDI BSIV,1396 cc,5 Seats,"93,411 kms",Diesel,Manual,2nd Owner,2014,3.70 Lakh
1045,Tata Harrier XZ Dark Edition BSIV,1197 cc,5 Seats,"51,954 kms",Diesel,Manual,1st Owner,2019,14.52 Lakh
1046,Hyundai Verna 1.4 EX,1120 cc,5 Seats,"1,99,085 kms",Diesel,Manual,1st Owner,2013,3.86 Lakh
1047,Maruti Swift Dzire 1.2 Vxi BSIV,936 cc,5 Seats,"2,13,709 kms",Petrol,Manual,1st Owner,2011,2.47 Lakh
1048,Hyundai Grand i10 CRDi Magna,1197 cc,5 Seats,"1,34,698 kms",Diesel,Manual,1st Owner,2013,2.65 Lakh
1049,Chevrolet Beat Diesel PS,624 cc,4 Seats,"82,983 kms",Diesel,Manual,1st Owner,2012,1.07 Lakh
1050,Hyundai Grand i10 Magna,2498 cc,6 Seats,"81,678 kms",Petrol,Manual,1st Owner,2013,2.96 Lakh
1051,Tata Nano Twist XT,1497 cc,5 Seats,"50,789 kms",Petrol,Manual,2nd Owner,2014,"86,503"
1052,Mahindra Thar CRDe,2179 cc,7 Seats,"46,994 kms",Diesel,Manual,1st Owner,2018,7.82 Lakh
1053,Honda City i VTEC VX Option,1497 cc,5 Seats,"19,528 kms",Petrol,Manual,1st Owner,2016,7.29 Lakh
1054,Tata Hexa XE,1248 cc,5 Seats,"68,315 kms",Diesel,Manual,2nd Owner,2017,7.25 Lakh
1055,Ford Ecosport 1.5 Petrol Trend BSIV,1061 cc,5 Seats,"69,720 kms",Petrol,Manual,1st Owner,2017,5.82 Lakh
1056,Maruti SX4 S Cross DDiS 200 Sigma,1396 cc,5 Seats,"1,10,655 kms",Diesel,Manual,1st Owner,2016,5.15 Lakh
1057,Maruti Wagon R LXI Minor Duo LPG,1399 cc,5 Seats,"87,100 kms",Lpg,Manual,2nd Owner,2009,1.07 Lakh
1058,Hyundai i20 Sportz 1.4 CRDi,1299 cc,5 Seats,"1,24,012 kms",Diesel,Manual,2nd Owner,2013,3.19 Lakh
1059,Ford Figo Diesel ZXI,1498 cc,7 Seats,"92,251 kms",Diesel,Manual,2nd Owner,2010,1.34 Lakh
1060,Ford Ikon 1.3 Flair,1197 cc,5 Seats,"61,127 kms",Petrol,Manual,2nd Owner,2008,"80,902"
1061,Honda Mobilio V i-DTEC,1248 cc,5 Seats,"1,41,083 kms",Diesel,Manual,1st Owner,2014,3.99 Lakh
1062,Maruti Swift LXI BSIV,1197 cc,5 Seats,"61,802 kms",Petrol,Manual,2nd Owner,2014,3.25 Lakh
1063,Chevrolet Sail Hatchback 1.3 TCDi,998 cc,5 Seats,"1,47,215 kms",Diesel,Manual,3rd Owner,2015,2.31 Lakh
1064,Maruti Ignis 1.2 Delta BSIV,1248 cc,5 Seats,"74,295 kms",Petrol,Manual,1st Owner,2017,4.43 Lakh
1065,Maruti Wagon R VXI BS IV,1197 cc,5 Seats,"66,290 kms",Petrol,Manual,2nd Owner,2017,3.49 Lakh
1066,Maruti Vitara Brezza ZDi Plus Dual Tone,1086 cc,5 Seats,"92,485 kms",Diesel,Manual,1st Owner,2018,8.22 Lakh
1067,Maruti Baleno 1.2 Delta,1197 cc,5 Seats,"57,563 kms",Petrol,Manual,1st Owner,2018,5.36 Lakh
1068,Hyundai i10 Magna 1.1L,1199 cc,5 Seats,"30,675 kms",Petrol,Manual,1st Owner,2011,2.25 Lakh
1069,Maruti Swift Dzire VXI,1582 cc,5 Seats,"58,835 kms",Petrol,Manual,1st Owner,2013,3.37 Lakh
1070,Volkswagen Polo Diesel Comfortline 1.2L,1399 cc,5 Seats,"1,22,571 kms",Diesel,Manual,3rd Owner,2013,2.58 Lakh
1071,Hyundai Verna 1.6 SX,5461 cc,5 Seats,"1,16,064 kms",Diesel,Manual,2nd Owner,2013,4.07 Lakh
1072,Ford Classic 1.4 Duratorq Titanium,3996 cc,4 Seats,"1,28,396 kms",Diesel,Manual,1st Owner,2012,1.58 Lakh
1073,Mercedes-Benz G G63 AMG,1199 cc,5 Seats,"47,000 kms",Petrol,Automatic,2nd Owner,2017,1.52 Crore
1074,Porsche Panamera GTS,1950 cc,5 Seats,"10,000 kms",Petrol,Automatic,1st Owner,2019,1.75 Crore
1075,Chevrolet Beat LT,1950 cc,5 Seats,"37,275 kms",Petrol,Manual,1st Owner,2014,2.55 Lakh
1076,Mercedes-Benz E-Class Exclusive E 220 d BSIV,1086 cc,5 Seats,"44,000 kms",Diesel,Automatic,1st Owner,2017,44 Lakh
1077,Mercedes-Benz E-Class Exclusive E 220 d BSIV,1991 cc,5 Seats,"39,000 kms",Diesel,Automatic,1st Owner,2017,43.50 Lakh
1078,Hyundai Santro Xing XG,1198 cc,5 Seats,"97,767 kms",Petrol,Manual,5th Owner,2005,"84,637"
1079,Mercedes-Benz GLC 200,1248 cc,5 Seats,"32,000 kms",Petrol,Automatic,1st Owner,2020,56.50 Lakh
1080,Honda Amaze S i-VTEC,1199 cc,5 Seats,"53,931 kms",Petrol,Manual,1st Owner,2018,5 Lakh
1081,Fiat Avventura MULTIJET Active,2498 cc,6 Seats,"73,818 kms",Diesel,Manual,1st Owner,2014,3.47 Lakh
1082,Honda Jazz 1.2 V AT i VTEC,1462 cc,5 Seats,"27,200 kms",Petrol,Automatic,1st Owner,2017,6.90 Lakh
1083,Mahindra Thar CRDe,1461 cc,5 Seats,"46,365 kms",Diesel,Manual,1st Owner,2017,7.72 Lakh
1084,Maruti Ciaz Alpha BSIV,1248 cc,5 Seats,"82,496 kms",Petrol,Manual,1st Owner,2019,8.72 Lakh
1085,Renault Duster 110PS Diesel RxL AMT,1493 cc,7 Seats,"73,656 kms",Diesel,Automatic,1st Owner,2016,6.51 Lakh
1086,Maruti Ciaz ZDi SHVS,1368 cc,5 Seats,"92,530 kms",Diesel,Manual,1st Owner,2016,5.43 Lakh
1087,Mahindra TUV 300 mHAWK100 T8,1197 cc,5 Seats,"68,364 kms",Diesel,Manual,2nd Owner,2017,6.58 Lakh
1088,Jeep Compass 1.4 Sport,1462 cc,5 Seats,"30,224 kms",Petrol,Manual,1st Owner,2018,12.61 Lakh
1089,Maruti Baleno 1.2 Alpha,2498 cc,6 Seats,"88,658 kms",Petrol,Manual,1st Owner,2017,5.85 Lakh
1090,Maruti Vitara Brezza ZXI,998 cc,5 Seats,"26,396 kms",Petrol,Manual,1st Owner,2020,10.53 Lakh
1091,Mahindra Thar CRDe,1462 cc,5 Seats,"60,020 kms",Diesel,Manual,1st Owner,2017,7.46 Lakh
1092,Maruti Alto K10 2010-2014 VXI,796 cc,5 Seats,"55,107 kms",Petrol,Manual,1st Owner,2014,2.68 Lakh
1093,Maruti Ciaz Alpha AT,1197 cc,5 Seats,"3,925 kms",Petrol,Automatic,1st Owner,2022,12.43 Lakh
1094,Maruti Alto 800 LXI,1995 cc,5 Seats,"21,949 kms",Petrol,Manual,1st Owner,2017,3.23 Lakh
1095,Maruti Swift Dzire VXI,2400 cc,5 Seats,"41,899 kms",Petrol,Manual,1st Owner,2016,5 Lakh
1096,BMW 5 Series 520d Luxury Line,1950 cc,5 Seats,"43,000 kms",Diesel,Automatic,1st Owner,2019,46 Lakh
1097,Volvo XC60 D5 Inscription,1968 cc,5 Seats,"20,000 kms",Diesel,Automatic,1st Owner,2021,61 Lakh
1098,Mercedes-Benz GLC 220d 4MATIC,2987 cc,5 Seats,"24,000 kms",Diesel,Automatic,1st Owner,2020,56.50 Lakh
1099,Audi Q3 35 TDI Quattro Premium Plus,2143 cc,5 Seats,"39,356 kms",Diesel,Automatic,1st Owner,2015,17.50 Lakh
1100,Mercedes-Benz S-Class S 350 CDI,998 cc,5 Seats,"18,000 kms",Diesel,Automatic,1st Owner,2017,71.50 Lakh
1101,Mercedes-Benz C-Class 220 CDI AT,1248 cc,5 Seats,"40,000 kms",Diesel,Automatic,1st Owner,2013,13.75 Lakh
